index,coffeeName,rating,rating_count,url,24_hours,lon,lan
1562,Bon Cafe,3.6,55,https://www.google.com/maps/place/Bon+Cafe/data=!4m7!3m6!1s0x3e2ee5cb2abc31fb:0xa825183e6517dfdb!8m2!3d24.8354181!4d46.6101257!16s%2Fg%2F11cpqbx15f!19sChIJ-zG8KsvlLj4R298XZT4YJag?authuser=0&hl=en&rclk=1,True,46.6101257,24.8354181
1563,Aa,5.0,2,https://www.google.com/maps/place/Aa/data=!4m7!3m6!1s0x3e2f01a98e6e7f09:0xd4806c69368a833c!8m2!3d24.7687461!4d46.8099458!16s%2Fg%2F11rv0fc1gb!19sChIJCX9ujqkBLz4RPIOKNmlsgNQ?authuser=0&hl=en&rclk=1,False,46.8099458,24.7687461
1564,Segafredo Espresso,3.0,12,https://www.google.com/maps/place/Segafredo+Espresso/data=!4m7!3m6!1s0x3e2ef1a3ad59b7f9:0x8bf6716b469db325!8m2!3d24.9614985!4d46.7025211!16s%2Fg%2F11h9rskkpx!19sChIJ-bdZraPxLj4RJbOdRmtx9os?authuser=0&hl=en&rclk=1,True,46.7025211,24.9614985
1565,Ramira cafe 2 - راميرا كافيه التحلية,4.5,92,https://www.google.com/maps/place/Ramira+cafe+2+-+%D8%B1%D8%A7%D9%85%D9%8A%D8%B1%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A7%D9%84%D8%AA%D8%AD%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f032cd41d3b81:0xad81557b4daf4a8a!8m2!3d24.703308!4d46.7007989!16s%2Fg%2F11sbv1bx45!19sChIJgTsd1CwDLz4RikqvTXtVga0?authuser=0&hl=en&rclk=1,False,46.7007989,24.703308
1566,HERO COFFEE NEW,4.1,155,https://www.google.com/maps/place/HERO+COFFEE+NEW/data=!4m7!3m6!1s0x3e2f098a67b62bf7:0x44d372e226dd6a36!8m2!3d24.5813334!4d46.7541964!16s%2Fg%2F11h6rxywxc!19sChIJ9yu2Z4oJLz4RNmrdJuJy00Q?authuser=0&hl=en&rclk=1,False,46.7541964,24.5813334
1567,Cafe Dalla Almtluth,3.6,22,https://www.google.com/maps/place/Cafe+Dalla+Almtluth/data=!4m7!3m6!1s0x3e2ee0ea1f696de7:0x178eec73148b4bc!8m2!3d24.7519063!4d46.5402259!16s%2Fg%2F11c6dvc4kb!19sChIJ521pH-rgLj4RvLRIMcfueAE?authuser=0&hl=en&rclk=1,True,46.5402259,24.7519063
1568,عالم الشاي,3.9,23,https://www.google.com/maps/place/%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D8%B4%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e552054c752f1:0x62086e7035a10ad8!8m2!3d24.8593014!4d46.8500496!16s%2Fg%2F11sgj0r097!19sChIJ8VLHVCBVLj4R2AqhNXBuCGI?authuser=0&hl=en&rclk=1,True,46.8500496,24.8593014
1569,Lights Cafe,3.7,216,https://www.google.com/maps/place/Lights+Cafe/data=!4m7!3m6!1s0x3e2efc32b95d460b:0xc59c230209978216!8m2!3d24.8055312!4d46.7369952!16s%2Fg%2F11c5xvk2l_!19sChIJC0ZduTL8Lj4RFoKXCQIjnMU?authuser=0&hl=en&rclk=1,False,46.7369952,24.8055312
1570,Mont Coffee | كافيه مونت,4.0,55,https://www.google.com/maps/place/Mont+Coffee+%7C+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%85%D9%88%D9%86%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e2f0338fea28eb9:0x2cf0be0c8d989be9!8m2!3d24.7268133!4d46.6803615!16s%2Fg%2F11sf0_v5sk!19sChIJuY6i_jgDLz4R6ZuYjQy-8Cw?authuser=0&hl=en&rclk=1,False,46.6803615,24.7268133
1571,Alma cafe,3.9,3989,https://www.google.com/maps/place/Alma+cafe/data=!4m7!3m6!1s0x3e2f11245ce5b503:0x3bad922a3b54bb92!8m2!3d24.554614!4d46.6056062!16s%2Fg%2F11h3l0500y!19sChIJA7XlXCQRLz4RkrtUOyqSrTs?authuser=0&hl=en&rclk=1,False,46.6056062,24.554614
1572,مقهى الألماس الأسود - Black diamond,5.0,3,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A7%D9%84%D8%A3%D9%84%D9%85%D8%A7%D8%B3+%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%AF+-+Black+diamond%E2%80%AD/data=!4m7!3m6!1s0x3e2ef9380b3220e9:0x1add11f2de415cba!8m2!3d24.8943971!4d46.8013882!16s%2Fg%2F11twsjt5ym!19sChIJ6SAyCzj5Lj4RulxB3vIR3Ro?authuser=0&hl=en&rclk=1,True,46.8013882,24.8943971
1573,Wave Cafe,5.0,1,https://www.google.com/maps/place/Wave+Cafe/data=!4m7!3m6!1s0x3e2eff97ca208885:0xc56a534a97aef998!8m2!3d24.7919434!4d46.7512864!16s%2Fg%2F11ss4jt7jn!19sChIJhYggypf_Lj4RmPmul0pTasU?authuser=0&hl=en&rclk=1,False,46.7512864,24.7919434
1574,مقهى نسيم الارجوان للقهوة العربية,4.3,46,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%86%D8%B3%D9%8A%D9%85+%D8%A7%D9%84%D8%A7%D8%B1%D8%AC%D9%88%D8%A7%D9%86+%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f1bde0599960f:0x858e70cbd4bd0812!8m2!3d24.6547525!4d46.6708123!16s%2Fg%2F11h2ltbxxy!19sChIJD5aZBd4bLz4REgi91MtwjoU?authuser=0&hl=en&rclk=1,False,46.6708123,24.6547525
1575,Café Bonnard,4.8,55,https://www.google.com/maps/place/Caf%C3%A9+Bonnard/data=!4m7!3m6!1s0x3e2ee32e094c8659:0x9f92c3198b878804!8m2!3d24.7644192!4d46.6532483!16s%2Fg%2F11t539b82k!19sChIJWYZMCS7jLj4RBIiHixnDkp8?authuser=0&hl=en&rclk=1,False,46.6532483,24.7644192
1576,تريس,3.4,23,https://www.google.com/maps/place/%D8%AA%D8%B1%D9%8A%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2ee33ffd3d9993:0x31925feeaa25d2ac!8m2!3d24.7365625!4d46.6316875!16s%2Fg%2F11rh98nn83!19sChIJk5k9_T_jLj4RrNIlqu5fkjE?authuser=0&hl=en&rclk=1,False,46.6316875,24.7365625
1577,واحد شاي - One Tea,4.9,19,https://www.google.com/maps/place/%D9%88%D8%A7%D8%AD%D8%AF+%D8%B4%D8%A7%D9%8A+-+One+Tea%E2%80%AD/data=!4m7!3m6!1s0x3e2efd5be61c53e5:0xde0860dac3320685!8m2!3d24.7905068!4d46.7438657!16s%2Fg%2F11sd6hmr1t!19sChIJ5VMc5lv9Lj4RhQYyw9pgCN4?authuser=0&hl=en&rclk=1,False,46.7438657,24.7905068
1578,Diwaniya Arabs and Arab coffee,4.0,388,https://www.google.com/maps/place/Diwaniya+Arabs+and+Arab+coffee/data=!4m7!3m6!1s0x3e2ee8ad88b25c7b:0xaa13e22436172722!8m2!3d24.8755006!4d46.5903389!16s%2Fg%2F11c5b86fvh!19sChIJe1yyiK3oLj4RIicXNiTiE6o?authuser=0&hl=en&rclk=1,True,46.5903389,24.8755006
1579,اكادنيا كوفي - akadunia coffee,3.2,345,https://www.google.com/maps/place/%D8%A7%D9%83%D8%A7%D8%AF%D9%86%D9%8A%D8%A7+%D9%83%D9%88%D9%81%D9%8A+-+akadunia+coffee%E2%80%AD/data=!4m7!3m6!1s0x3e2f11d26ccdd093:0xbc62f93428a84859!8m2!3d24.5582053!4d46.6095458!16s%2Fg%2F11lfh1tsxt!19sChIJk9DNbNIRLz4RWUioKDT5Yrw?authuser=0&hl=en&rclk=1,False,46.6095458,24.5582053
1580,BREAK COFFEE- بريك كافيه,4.4,22,https://www.google.com/maps/place/BREAK+COFFEE-+%D8%A8%D8%B1%D9%8A%D9%83+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2e55d24cfd822d:0xab8cf57e6647b727!8m2!3d24.8394033!4d46.8737515!16s%2Fg%2F11t15fbngh!19sChIJLYL9TNJVLj4RJ7dHZn71jKs?authuser=0&hl=en&rclk=1,True,46.8737515,24.8394033
1581,توبير,5.0,1,https://www.google.com/maps/place/%D8%AA%D9%88%D8%A8%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f03a491c93c0b:0xf4ec52894b085b72!8m2!3d24.6973147!4d46.6836143!16s%2Fg%2F11tx1zv3kc!19sChIJCzzJkaQDLz4RclsIS4lS7PQ?authuser=0&hl=en&rclk=1,False,46.6836143,24.6973147
1582,Temper,3.4,5,https://www.google.com/maps/place/Temper/data=!4m7!3m6!1s0x3e2efdf91d497d61:0x51288befa1618e14!8m2!3d24.7783627!4d46.7255485!16s%2Fg%2F11kbz2ljgm!19sChIJYX1JHfn9Lj4RFI5hoe-LKFE?authuser=0&hl=en&rclk=1,False,46.7255485,24.7783627
1583,black line coffee,3.8,138,https://www.google.com/maps/place/black+line+coffee/data=!4m7!3m6!1s0x3e2f0943fbcf695b:0x86af7a268c546680!8m2!3d24.6084303!4d46.7503915!16s%2Fg%2F11h3bttd23!19sChIJW2nP-0MJLz4RgGZUjCZ6r4Y?authuser=0&hl=en&rclk=1,False,46.7503915,24.6084303
1584,Java Time,4.1,297,https://www.google.com/maps/place/Java+Time/data=!4m7!3m6!1s0x3e2ee2ad249ea001:0x39a433985e6af94d!8m2!3d24.750095!4d46.6696372!16s%2Fg%2F11bwpry183!19sChIJAaCeJK3iLj4RTflqXpgzpDk?authuser=0&hl=en&rclk=1,False,46.6696372,24.750095
1585,عنوان القهوة,4.3,449,https://www.google.com/maps/place/%D8%B9%D9%86%D9%88%D8%A7%D9%86+%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f69193aa585:0xb854f9f34dfeadd7!8m2!3d24.550075!4d46.6971779!16s%2Fg%2F11r52gdx55!19sChIJhaU6GWkPLz4R163-TfP5VLg?authuser=0&hl=en&rclk=1,True,46.6971779,24.550075
1586,TOOQ cafe,4.3,10,https://www.google.com/maps/place/TOOQ+cafe/data=!4m7!3m6!1s0x3e2f09f9c28a4d77:0x21264b4d2d0f0366!8m2!3d24.6017431!4d46.7629376!16s%2Fg%2F11t3v57jtt!19sChIJd02KwvkJLz4RZgMPLU1LJiE?authuser=0&hl=en&rclk=1,False,46.7629376,24.6017431
1587,صهيل لاونج,3.2,243,https://www.google.com/maps/place/%D8%B5%D9%87%D9%8A%D9%84+%D9%84%D8%A7%D9%88%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2ee1e119a11e8d:0x5719c680c5951a65!8m2!3d24.7532619!4d46.5565817!16s%2Fg%2F11fn7jj3ys!19sChIJjR6hGeHhLj4RZRqVxYDGGVc?authuser=0&hl=en&rclk=1,False,46.5565817,24.7532619
1588,قهوة المجلس,3.8,54,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2f1d25a6f2a641:0x104b8bfca2e4c378!8m2!3d24.682453!4d46.6696426!16s%2Fg%2F11hzs99xs1!19sChIJQabypiUdLz4ReMPkovyLSxA?authuser=0&hl=en&rclk=1,False,46.6696426,24.682453
1589,Arabica Cafe,3.4,43,https://www.google.com/maps/place/Arabica+Cafe/data=!4m7!3m6!1s0x3e2f05e5c3807617:0xa66e2166b48b2d3f!8m2!3d24.6284272!4d46.739599!16s%2Fg%2F11f31f1lpz!19sChIJF3aAw-UFLz4RPy2LtGYhbqY?authuser=0&hl=en&rclk=1,True,46.739599,24.6284272
1590,مقهى من افخخم,3.6,38,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%85%D9%86+%D8%A7%D9%81%D8%AE%D8%AE%D9%85%E2%80%AD/data=!4m7!3m6!1s0x3e2ef90ec1a125cb:0x58f16248c21e6a87!8m2!3d24.8802425!4d46.8202334!16s%2Fg%2F11h6rqv7jp!19sChIJyyWhwQ75Lj4Rh2oewkhi8Vg?authuser=0&hl=en&rclk=1,False,46.8202334,24.8802425
1591,PASS Cafe,4.1,125,https://www.google.com/maps/place/PASS+Cafe/data=!4m7!3m6!1s0x3e2ee38739943ac5:0xe3282b6dbf996d7d!8m2!3d24.7345878!4d46.6111081!16s%2Fg%2F11t526ncmw!19sChIJxTqUOYfjLj4RfW2Zv20rKOM?authuser=0&hl=en&rclk=1,False,46.6111081,24.7345878
1592,Arabica Coffee,3.9,527,https://www.google.com/maps/place/Arabica+Coffee/data=!4m7!3m6!1s0x3e2f020e57b43017:0x654de31b58bd784c!8m2!3d24.7587298!4d46.7352913!16s%2Fg%2F11f090x5yl!19sChIJFzC0Vw4CLz4RTHi9WBvjTWU?authuser=0&hl=en&rclk=1,True,46.7352913,24.7587298
1593,C Square | سي سكوير,4.3,337,https://www.google.com/maps/place/C+Square+%7C+%D8%B3%D9%8A+%D8%B3%D9%83%D9%88%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f092952f4efed:0x9c519a72a013a3ef!8m2!3d24.5908669!4d46.767508!16s%2Fg%2F11q2xv9d8f!19sChIJ7e_0UikJLz4R76MToHKaUZw?authuser=0&hl=en&rclk=1,False,46.767508,24.5908669
1594,ديوانية كيف المجالس,3.2,12,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D9%83%D9%8A%D9%81+%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%84%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2fab827bbdc2f5:0xf2deda1b86d354ee!8m2!3d24.7769085!4d46.8359278!16s%2Fg%2F11s3tzxy6z!19sChIJ9cK9e4KrLz4R7lTThhva3vI?authuser=0&hl=en&rclk=1,False,46.8359278,24.7769085
1595,Mantorose Cafe | مانتوروز كافيه,4.3,69,https://www.google.com/maps/place/Mantorose+Cafe+%7C+%D9%85%D8%A7%D9%86%D8%AA%D9%88%D8%B1%D9%88%D8%B2+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e36bf9ff98adbdf:0xf185a2b4d5f04941!8m2!3d24.587636!4d46.6245011!16s%2Fg%2F11fhr0wkmk!19sChIJ39uK-Z-_Nj4RQUnw1bSihfE?authuser=0&hl=en&rclk=1,True,46.6245011,24.587636
1596,Fansup Cafe,3.5,490,https://www.google.com/maps/place/Fansup+Cafe/data=!4m7!3m6!1s0x3e2f026a31d04b4d:0x2798ad23fd319e52!8m2!3d24.7446098!4d46.724242!16s%2Fg%2F11bw65rkzy!19sChIJTUvQMWoCLz4RUp4x_SOtmCc?authuser=0&hl=en&rclk=1,False,46.724242,24.7446098
1597,Coffee Day Drive-Through,4.4,16,https://www.google.com/maps/place/Coffee+Day+Drive-Through/data=!4m7!3m6!1s0x3e2ee3fdab237589:0xcbac8bf3a6c34aed!8m2!3d24.7660858!4d46.6110688!16s%2Fg%2F11h_k9x0l7!19sChIJiXUjq_3jLj4R7UrDpvOLrMs?authuser=0&hl=en&rclk=1,False,46.6110688,24.7660858
1598,Madeleine Boulevard,4.1,6949,https://www.google.com/maps/place/Madeleine+Boulevard/data=!4m7!3m6!1s0x3e2ee2480725a6c1:0x7beea79f3828c575!8m2!3d24.7511656!4d46.6129601!16s%2Fg%2F11c55k7p08!19sChIJwaYlB0jiLj4RdcUoOJ-n7ns?authuser=0&hl=en&rclk=1,False,46.6129601,24.7511656
1599,لافوند كافيه Lavande Cafe (قهوة مختصه),5.0,3,https://www.google.com/maps/place/%D9%84%D8%A7%D9%81%D9%88%D9%86%D8%AF+%D9%83%D8%A7%D9%81%D9%8A%D9%87+Lavande+Cafe+%28%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D9%87%29%E2%80%AD/data=!4m7!3m6!1s0x3e2e5575a209c24f:0xf81d8105e8f3acab!8m2!3d24.8455936!4d46.8256181!16s%2Fg%2F11txpv18dp!19sChIJT8IJonVVLj4Rq6zz6AWBHfg?authuser=0&hl=en&rclk=1,False,46.8256181,24.8455936
1600,بيور سيد كوفي PURE SEED COFFEE,4.5,104,https://www.google.com/maps/place/%D8%A8%D9%8A%D9%88%D8%B1+%D8%B3%D9%8A%D8%AF+%D9%83%D9%88%D9%81%D9%8A+PURE+SEED+COFFEE%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f939e150387:0x175f0f399e42ea17!8m2!3d24.5352562!4d46.6988229!16s%2Fg%2F11q8w9cdl3!19sChIJhwMVnpMPLz4RF-pCnjkPXxc?authuser=0&hl=en&rclk=1,False,46.6988229,24.5352562
1601,McCafe,2.2,11,https://www.google.com/maps/place/McCafe/data=!4m7!3m6!1s0x3e2f070c92ae8299:0x5fe8d7ac88a5bf5!8m2!3d24.6864802!4d46.795292!16s%2Fg%2F11t318t2nb!19sChIJmYKukgwHLz4R9VuKyHqN_gU?authuser=0&hl=en&rclk=1,False,46.795292,24.6864802
1602,Le Trottoir Cafe,3.6,189,https://www.google.com/maps/place/Le+Trottoir+Cafe/data=!4m7!3m6!1s0x3e2f033125fecf7d:0x287fc6d7715e5fd2!8m2!3d24.804945!4d46.6082568!16s%2Fg%2F11b6b3mq_l!19sChIJfc_-JTEDLz4R0l9ecdfGfyg?authuser=0&hl=en&rclk=1,False,46.6082568,24.804945
1603,البنيخي,4.0,4,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D9%86%D9%8A%D8%AE%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2edf79285d4da7:0x64b37f3c69fc6152!8m2!3d24.747515!4d46.5159149!16s%2Fg%2F11fmrmrk43!19sChIJp01dKHnfLj4RUmH8aTx_s2Q?authuser=0&hl=en&rclk=1,False,46.5159149,24.747515
1604,Statue Specialty Coffee,4.2,483,https://www.google.com/maps/place/Statue+Specialty+Coffee/data=!4m7!3m6!1s0x3e2efda706a00edd:0x112cdc9713d569d4!8m2!3d24.8041201!4d46.6745398!16s%2Fg%2F11fnphtdq9!19sChIJ3Q6gBqf9Lj4R1GnVE5fcLBE?authuser=0&hl=en&rclk=1,False,46.6745398,24.8041201
1605,Watr Cafe,4.2,754,https://www.google.com/maps/place/Watr+Cafe/data=!4m7!3m6!1s0x3e2f1f374bc2ee53:0xefab6379b4423aa6!8m2!3d24.6447342!4d46.5492062!16s%2Fg%2F11lsfxw1c5!19sChIJU-7CSzcfLz4RpjpCtHljq-8?authuser=0&hl=en&rclk=1,True,46.5492062,24.6447342
1606,مقهى القمر الساطع,5.0,16,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A7%D9%84%D9%82%D9%85%D8%B1+%D8%A7%D9%84%D8%B3%D8%A7%D8%B7%D8%B9%E2%80%AD/data=!4m7!3m6!1s0x3e2f1bfefe0ab897:0x2a4e9d7b14a24d12!8m2!3d24.6086524!4d46.6381452!16s%2Fg%2F11fq5rsml7!19sChIJl7gK_v4bLz4REk2iFHudTio?authuser=0&hl=en&rclk=1,False,46.6381452,24.6086524
1607,ترافل كلوب Trefle club,5.0,2,https://www.google.com/maps/place/%D8%AA%D8%B1%D8%A7%D9%81%D9%84+%D9%83%D9%84%D9%88%D8%A8+Trefle+club%E2%80%AD/data=!4m7!3m6!1s0x3e2f11aa93dce621:0x8b52e44969cd017f!8m2!3d24.5526654!4d46.6358657!16s%2Fg%2F11khrrdyt8!19sChIJIebck6oRLz4RfwHNaUnkUos?authuser=0&hl=en&rclk=1,False,46.6358657,24.5526654
1608,تأنق كافيه | DOLL UP COFFEE,4.6,114,https://www.google.com/maps/place/%D8%AA%D8%A3%D9%86%D9%82+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%7C+DOLL+UP+COFFEE%E2%80%AD/data=!4m7!3m6!1s0x3e2f11334e04065b:0xc26ef6474f900f5b!8m2!3d24.548186!4d46.6685248!16s%2Fg%2F11rtmynbpz!19sChIJWwYETjMRLz4RWw-QT0f2bsI?authuser=0&hl=en&rclk=1,False,46.6685248,24.548186
1609,Rofqah Specialty coffee,4.6,455,https://www.google.com/maps/place/Rofqah+Specialty+coffee/data=!4m7!3m6!1s0x3e2eff44a02c5843:0xb227aa0d7350a8da!8m2!3d24.791871!4d46.800932!16s%2Fg%2F11q23n7fnq!19sChIJQ1gsoET_Lj4R2qhQcw2qJ7I?authuser=0&hl=en&rclk=1,False,46.800932,24.791871
1610,Black Heart,4.3,148,https://www.google.com/maps/place/Black+Heart/data=!4m7!3m6!1s0x3e2f0982ffeabaa9:0xd91ee27bc216964f!8m2!3d24.5882182!4d46.7826205!16s%2Fg%2F11j4dnjsk8!19sChIJqbrq_4IJLz4RT5YWwnviHtk?authuser=0&hl=en&rclk=1,False,46.7826205,24.5882182
1611,أرض الشاي | tea land,4.8,151,https://www.google.com/maps/place/%D8%A3%D8%B1%D8%B6+%D8%A7%D9%84%D8%B4%D8%A7%D9%8A+%7C+tea+land%E2%80%AD/data=!4m7!3m6!1s0x3e2ef9d011fa6623:0xfaeb53a075faebce!8m2!3d24.8662665!4d46.7996328!16s%2Fg%2F11s0x5pgss!19sChIJI2b6EdD5Lj4Rzuv6daBT6_o?authuser=0&hl=en&rclk=1,True,46.7996328,24.8662665
1612,WHITE MUSTACHE,4.3,221,https://www.google.com/maps/place/WHITE+MUSTACHE/data=!4m7!3m6!1s0x3e2ee2d87ed6cea5:0x48413c3744afbf26!8m2!3d24.7763823!4d46.6588857!16s%2Fg%2F11bzq2vd1v!19sChIJpc7WftjiLj4RJr-vRDc8QUg?authuser=0&hl=en&rclk=1,False,46.6588857,24.7763823
1613,White moustache cafe,4.7,13,https://www.google.com/maps/place/White+moustache+cafe/data=!4m7!3m6!1s0x3e2fabc4c50f7291:0x14234da46e8330db!8m2!3d24.8049218!4d46.8763578!16s%2Fg%2F11q2thk44_!19sChIJkXIPxcSrLz4R2zCDbqRNIxQ?authuser=0&hl=en&rclk=1,False,46.8763578,24.8049218
1614,DT coffee Roastery & School,4.2,201,https://www.google.com/maps/place/DT+coffee+Roastery+%26+School/data=!4m7!3m6!1s0x3e2ee331ede5240b:0x1d2f19f11a4a340!8m2!3d24.8077076!4d46.6399665!16s%2Fg%2F11jsh46z1h!19sChIJCyTl7THjLj4RQKOkEZ_x0gE?authuser=0&hl=en&rclk=1,False,46.6399665,24.8077076
1615,إستراحة الجوري,3.4,12,https://www.google.com/maps/place/%D8%A5%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%AC%D9%88%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2fa7942844c2c9:0xfb052def193a94b2!8m2!3d24.627649!4d46.8419309!16s%2Fg%2F11cn930jqw!19sChIJycJEKJSnLz4RspQ6Ge8tBfs?authuser=0&hl=en&rclk=1,True,46.8419309,24.627649
1616,ميركاتو كافيه Mercato Coffee - طلبات السيارت Drive thru,4.2,181,https://www.google.com/maps/place/%D9%85%D9%8A%D8%B1%D9%83%D8%A7%D8%AA%D9%88+%D9%83%D8%A7%D9%81%D9%8A%D9%87+Mercato+Coffee+-+%D8%B7%D9%84%D8%A8%D8%A7%D8%AA+%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%AA+Drive+thru%E2%80%AD/data=!4m7!3m6!1s0x3e2f0057baa89815:0x2913462d1ed5fc93!8m2!3d24.7507027!4d46.7944339!16s%2Fg%2F11bw7b82mx!19sChIJFZioulcALz4Rk_zVHi1GEyk?authuser=0&hl=en&rclk=1,False,46.7944339,24.7507027
1617,KYAN,3.9,46,https://www.google.com/maps/place/KYAN/data=!4m7!3m6!1s0x3e2f0d441f994b51:0x64ec48254da90287!8m2!3d24.5134375!4d46.7264375!16s%2Fg%2F11t5_4r9nj!19sChIJUUuZH0QNLz4RhwKpTSVI7GQ?authuser=0&hl=en&rclk=1,True,46.7264375,24.5134375
1618,مقهى وملعب,4.2,6,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%88%D9%85%D9%84%D8%B9%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3e2fa981c08c844f:0x7fb947740efac87c!8m2!3d24.6664331!4d46.8551757!16s%2Fg%2F11gjmr5c0n!19sChIJT4SMwIGpLz4RfMj6DnRHuX8?authuser=0&hl=en&rclk=1,False,46.8551757,24.6664331
1619,Quetzal Cafe,4.3,508,https://www.google.com/maps/place/Quetzal+Cafe/data=!4m7!3m6!1s0x3e2ee1130ca96cdd:0xc8c4e39800ba0182!8m2!3d24.7689192!4d46.5882684!16s%2Fg%2F11jl9dqqq6!19sChIJ3WypDBPhLj4RggG6AJjjxMg?authuser=0&hl=en&rclk=1,False,46.5882684,24.7689192
1620,Dawzan Café,4.5,459,https://www.google.com/maps/place/Dawzan+Caf%C3%A9/data=!4m7!3m6!1s0x3e2ee336c321e3df:0x5974c7f45b58c477!8m2!3d24.7527135!4d46.625225!16s%2Fg%2F11mw00z04y!19sChIJ3-MhwzbjLj4Rd8RYW_THdFk?authuser=0&hl=en&rclk=1,False,46.625225,24.7527135
1621,استراحة تريكي,5.0,5,https://www.google.com/maps/place/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9+%D8%AA%D8%B1%D9%8A%D9%83%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e57448b28b04d:0xbe594c47e9d5ecbf!8m2!3d24.8803027!4d46.8283231!16s%2Fg%2F11s1wy6j5c!19sChIJTbAoi0RXLj4Rv-zV6UdMWb4?authuser=0&hl=en&rclk=1,True,46.8283231,24.8803027
1622,دان كافيه DAN CAFE,3.4,8,https://www.google.com/maps/place/%D8%AF%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87+DAN+CAFE%E2%80%AD/data=!4m7!3m6!1s0x3e2e5580b76c2031:0xf636a3eba5a9a967!8m2!3d24.8866232!4d46.8677013!16s%2Fg%2F11fltr7ndw!19sChIJMSBst4BVLj4RZ6mppeujNvY?authuser=0&hl=en&rclk=1,True,46.8677013,24.8866232
1623,TAKYA Cafe مقهى تكية,4.7,21,https://www.google.com/maps/place/TAKYA+Cafe+%D9%85%D9%82%D9%87%D9%89+%D8%AA%D9%83%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee16eeaa372d1:0xae65b4481aa89a3f!8m2!3d24.7431428!4d46.5636227!16s%2Fg%2F11twv25rwm!19sChIJ0XKj6m7hLj4RP5qoGki0Za4?authuser=0&hl=en&rclk=1,False,46.5636227,24.7431428
1624,مقهى فنجان الهيل,3.9,18,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%81%D9%86%D8%AC%D8%A7%D9%86+%D8%A7%D9%84%D9%87%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f2fb7274779:0xbd429b46998244c8!8m2!3d24.5764589!4d46.6971624!16s%2Fg%2F11pv36515b!19sChIJeUcnty8PLz4RyESCmUabQr0?authuser=0&hl=en&rclk=1,False,46.6971624,24.5764589
