index,coffeeName,rating,rating_count,url,24_hours,lon,lan
682,كمباوند ريڤيرا,2.3,3,https://www.google.com/maps/place/%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF+%D8%B1%D9%8A%DA%A4%D9%8A%D8%B1%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3e2f05e4f9c4545d:0x33ab07d14e1760cc!8m2!3d24.6361401!4d46.6748632!16s%2Fg%2F11gmv06nyr!19sChIJXVTE-eQFLz4RzGAXTtEHqzM?authuser=0&hl=en&rclk=1,False,46.6748632,24.6361401
683,dr.CAFE COFFEE | د.كيف كافيه,4.0,711,https://www.google.com/maps/place/dr.CAFE+COFFEE+%7C+%D8%AF.%D9%83%D9%8A%D9%81+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f06e5e0109b15:0x701823d79a36dad0!8m2!3d24.6812507!4d46.7779397!16s%2Fg%2F1hc4b9ksx!19sChIJFZsQ4OUGLz4R0No2mtcjGHA?authuser=0&hl=en&rclk=1,False,46.7779397,24.6812507
684,مطاعم,3.8,4,https://www.google.com/maps/place/%D9%85%D8%B7%D8%A7%D8%B9%D9%85%E2%80%AD/data=!4m7!3m6!1s0x3e2f03746483d77f:0x3e3b42b92026ebc5!8m2!3d24.6928703!4d46.7147775!16s%2Fg%2F11k4w_mjsz!19sChIJf9eDZHQDLz4RxesmILlCOz4?authuser=0&hl=en&rclk=1,False,46.7147775,24.6928703
685,مقهي تركي,3.3,32,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%8A+%D8%AA%D8%B1%D9%83%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f1f7731825367:0xee4b07da053767b0!8m2!3d24.6691687!4d46.572618!16s%2Fg%2F11g194c6g8!19sChIJZ1OCMXcfLz4RsGc3BdoHS-4?authuser=0&hl=en&rclk=1,False,46.572618,24.6691687
686,McCafe,4.2,95,https://www.google.com/maps/place/McCafe/data=!4m7!3m6!1s0x3e2ee345210239ff:0xf3f982f3d5d8f7a4!8m2!3d24.7234227!4d46.6013106!16s%2Fg%2F11s5vlvhn3!19sChIJ_zkCIUXjLj4RpPfY1fOC-fM?authuser=0&hl=en&rclk=1,False,46.6013106,24.7234227
687,Joe’s Cafe,2.1,8,https://www.google.com/maps/place/Joe%E2%80%99s+Cafe/data=!4m7!3m6!1s0x3e2ee36e5b99d0a9:0xff9164147bb08cc0!8m2!3d24.7395051!4d46.6274681!16s%2Fg%2F11kbnpk0sr!19sChIJqdCZW27jLj4RwIywexRkkf8?authuser=0&hl=en&rclk=1,False,46.6274681,24.7395051
688,Three Miles cafe,4.3,478,https://www.google.com/maps/place/Three+Miles+cafe/data=!4m7!3m6!1s0x3e2f07e7a887ebc3:0x676d00b59d16a4!8m2!3d24.7055779!4d46.7756224!16s%2Fg%2F11mn0kyjc7!19sChIJw-uHqOcHLz4RpBadtQBtZwA?authuser=0&hl=en&rclk=1,False,46.7756224,24.7055779
689,محامص البن والهيل للعطارة,5.0,2,https://www.google.com/maps/place/%D9%85%D8%AD%D8%A7%D9%85%D8%B5+%D8%A7%D9%84%D8%A8%D9%86+%D9%88%D8%A7%D9%84%D9%87%D9%8A%D9%84+%D9%84%D9%84%D8%B9%D8%B7%D8%A7%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f1900fa149579:0xcb20ecaa7df3a90a!8m2!3d24.5927541!4d46.5896471!16s%2Fg%2F11jsjcz6k8!19sChIJeZUU-gAZLz4RCqnzfarsIMs?authuser=0&hl=en&rclk=1,False,46.5896471,24.5927541
690,NQT | نقط,4.7,176,https://www.google.com/maps/place/NQT+%7C+%D9%86%D9%82%D8%B7%E2%80%AD/data=!4m7!3m6!1s0x3e2f010feac3ff1f:0xb2e8f78e7ea5dbda!8m2!3d24.7434381!4d46.8201904!16s%2Fg%2F11rn5fr2wn!19sChIJH__D6g8BLz4R2tulfo736LI?authuser=0&hl=en&rclk=1,False,46.8201904,24.7434381
691,نكست كافية,4.0,25,https://www.google.com/maps/place/%D9%86%D9%83%D8%B3%D8%AA+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2fab5d806ff8d3:0xb6dc90c195b8a5f5!8m2!3d24.7226759!4d46.8266977!16s%2Fg%2F11rgg22nlm!19sChIJ0_hvgF2rLz4R9aW4lcGQ3LY?authuser=0&hl=en&rclk=1,True,46.8266977,24.7226759
692,شاي أزرق,4.8,4,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D8%A3%D8%B2%D8%B1%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f654e9e5185:0x6dc5c238f6e1d7e8!8m2!3d24.5384173!4d46.6904207!16s%2Fg%2F11sc1r46fj!19sChIJhVGeTmUPLz4R6Nfh9jjCxW0?authuser=0&hl=en&rclk=1,False,46.6904207,24.5384173
693,محمصة كوين انن Queen Anne Roastery,4.3,349,https://www.google.com/maps/place/%D9%85%D8%AD%D9%85%D8%B5%D8%A9+%D9%83%D9%88%D9%8A%D9%86+%D8%A7%D9%86%D9%86+Queen+Anne+Roastery%E2%80%AD/data=!4m7!3m6!1s0x3e2ee59bb08d0b43:0x5ccfbcb3603672ed!8m2!3d24.8131147!4d46.6086045!16s%2Fg%2F11jz30y4p3!19sChIJQwuNsJvlLj4R7XI2YLO8z1w?authuser=0&hl=en&rclk=1,False,46.6086045,24.8131147
694,McCafe,3.6,5,https://www.google.com/maps/place/McCafe/data=!4m7!3m6!1s0x3e2ee5e794f5f1c5:0x1d29f0765b105018!8m2!3d24.8237491!4d46.6559916!16s%2Fg%2F11t9kj5f9l!19sChIJxfH1lOflLj4RGFAQW3bwKR0?authuser=0&hl=en&rclk=1,False,46.6559916,24.8237491
695,MammaBunz Cafe,4.2,69,https://www.google.com/maps/place/MammaBunz+Cafe/data=!4m7!3m6!1s0x3e2fa964bd736391:0x40acfae61b200359!8m2!3d24.6992792!4d46.8365733!16s%2Fg%2F11mx3n1vk5!19sChIJkWNzvWSpLz4RWQMgG-b6rEA?authuser=0&hl=en&rclk=1,False,46.8365733,24.6992792
696,Resort Al shbl,5.0,1,https://www.google.com/maps/place/Resort+Al+shbl/data=!4m7!3m6!1s0x3e2fa90f01565a01:0xee078a71c7bbdf37!8m2!3d24.6711039!4d46.8473166!16s%2Fg%2F11ffv2qyhg!19sChIJAVpWAQ-pLz4RN9-7x3GKB-4?authuser=0&hl=en&rclk=1,False,46.8473166,24.6711039
697,القهوة الجديدة,4.7,3,https://www.google.com/maps/place/%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0510161aa023:0x87e7bfb4def84c65!8m2!3d24.6523794!4d46.6695118!16s%2Fg%2F11srbm4hws!19sChIJI6AaFhAFLz4RZUz43rS_54c?authuser=0&hl=en&rclk=1,False,46.6695118,24.6523794
698,mysa,4.4,403,https://www.google.com/maps/place/mysa/data=!4m7!3m6!1s0x3e2efd614504a79b:0x65ba66d2741b67f2!8m2!3d24.7744742!4d46.7256328!16s%2Fg%2F11rn8b5xlf!19sChIJm6cERWH9Lj4R8mcbdNJmumU?authuser=0&hl=en&rclk=1,False,46.7256328,24.7744742
699,Nardeen Coffee ناردين,2.7,63,https://www.google.com/maps/place/Nardeen+Coffee+%D9%86%D8%A7%D8%B1%D8%AF%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2f110b733dddb7:0x5389f41d8bed504b!8m2!3d24.5884447!4d46.6692977!16s%2Fg%2F11j12pjzmt!19sChIJt909cwsRLz4RS1Dtix30iVM?authuser=0&hl=en&rclk=1,False,46.6692977,24.5884447
700,ياقوت كافية,4.1,152,https://www.google.com/maps/place/%D9%8A%D8%A7%D9%82%D9%88%D8%AA+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd3251a8a4d9:0x5a3e4cb81316a366!8m2!3d24.8189966!4d46.7436726!16s%2Fg%2F11hf3p2_ff!19sChIJ2aSoUTL9Lj4RZqMWE7hMPlo?authuser=0&hl=en&rclk=1,False,46.7436726,24.8189966
701,سوبر كافيه,5.0,3,https://www.google.com/maps/place/%D8%B3%D9%88%D8%A8%D8%B1+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f1b166b94f74f:0x859e7ff48837583c!8m2!3d24.6030424!4d46.6536892!16s%2Fg%2F11pkpgsx47!19sChIJT_eUaxYbLz4RPFg3iPR_noU?authuser=0&hl=en&rclk=1,True,46.6536892,24.6030424
702,شاهي الهبه,4.4,16,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%87%D9%8A+%D8%A7%D9%84%D9%87%D8%A8%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f19cae5b45547:0xd7c9312476101487!8m2!3d24.5747904!4d46.537783!16s%2Fg%2F11twcbzz70!19sChIJR1W05coZLz4RhxQQdiQxydc?authuser=0&hl=en&rclk=1,False,46.537783,24.5747904
703,Starbucks,4.1,2835,https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x3e2ee4721e7b6477:0x83ef8a1e87a9e24!8m2!3d24.8085939!4d46.6173226!16s%2Fg%2F11b6sj13qf!19sChIJd2R7HnLkLj4RJJ566KH4Pgg?authuser=0&hl=en&rclk=1,False,46.6173226,24.8085939
704,Inverno,4.4,168,https://www.google.com/maps/place/Inverno/data=!4m7!3m6!1s0x3e2f19f48bae7ab5:0xff407c5c5a9dc923!8m2!3d24.5719761!4d46.5554321!16s%2Fg%2F11t86q0_vn!19sChIJtXqui_QZLz4RI8mdWlx8QP8?authuser=0&hl=en&rclk=1,True,46.5554321,24.5719761
705,مزاج مغربي,3.9,44,https://www.google.com/maps/place/%D9%85%D8%B2%D8%A7%D8%AC+%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f0910742cd161:0x844bc9873ccc0cde!8m2!3d24.6113188!4d46.8239154!16s%2Fg%2F11fn62dtwn!19sChIJYdEsdBAJLz4R3gzMPIfJS4Q?authuser=0&hl=en&rclk=1,True,46.8239154,24.6113188
706,ECRU,4.6,1147,https://www.google.com/maps/place/ECRU/data=!4m7!3m6!1s0x3e2f017d06d4cb49:0xf8af05266c7bc500!8m2!3d24.7034036!4d46.7706573!16s%2Fg%2F11t7zpmg4p!19sChIJScvUBn0BLz4RAMV7bCYFr_g?authuser=0&hl=en&rclk=1,False,46.7706573,24.7034036
707,SORS | سورس,3.9,76,https://www.google.com/maps/place/SORS+%7C+%D8%B3%D9%88%D8%B1%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2f11d23c8048d1:0x3abad1cd3ed0aae6!8m2!3d24.5686028!4d46.6563921!16s%2Fg%2F11ryt4lgts!19sChIJ0UiAPNIRLz4R5qrQPs3Rujo?authuser=0&hl=en&rclk=1,True,46.6563921,24.5686028
708,3rd Floor Coffee,3.8,796,https://www.google.com/maps/place/3rd+Floor+Coffee/data=!4m7!3m6!1s0x3e2f0193e02d0b69:0x7a707fb37a6b0453!8m2!3d24.7667762!4d46.7548871!16s%2Fg%2F11lgtcv0zv!19sChIJaQst4JMBLz4RUwRrerN_cHo?authuser=0&hl=en&rclk=1,False,46.7548871,24.7667762
709,Orta coffee,4.4,625,https://www.google.com/maps/place/Orta+coffee/data=!4m7!3m6!1s0x3e2efd5d4c1c827d:0xd1f2af41a8bd2222!8m2!3d24.8160681!4d46.7289586!16s%2Fg%2F11q8gby50r!19sChIJfYIcTF39Lj4RIiK9qEGv8tE?authuser=0&hl=en&rclk=1,True,46.7289586,24.8160681
710,قهوة مختصة Petrichor Coffee,4.8,34,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D8%A9+Petrichor+Coffee%E2%80%AD/data=!4m7!3m6!1s0x3e2f117a2c3f1193:0xb230089d22b9301d!8m2!3d24.5690262!4d46.647928!16s%2Fg%2F11tnvtwlkn!19sChIJkxE_LHoRLz4RHTC5Ip0IMLI?authuser=0&hl=en&rclk=1,False,46.647928,24.5690262
711,BELONG,4.1,1853,https://www.google.com/maps/place/BELONG/data=!4m7!3m6!1s0x3e2f03cdfb4cd1f1:0x94568f00fa650960!8m2!3d24.7543424!4d46.7066642!16s%2Fg%2F11mh_s8mdz!19sChIJ8dFM-80DLz4RYAll-gCPVpQ?authuser=0&hl=en&rclk=1,False,46.7066642,24.7543424
712,نيفانا كافيه,4.3,124,https://www.google.com/maps/place/%D9%86%D9%8A%D9%81%D8%A7%D9%86%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f0140c1442423:0x4038b1321adfa416!8m2!3d24.7720691!4d46.8039602!16s%2Fg%2F11fl7944kv!19sChIJIyREwUABLz4RFqTfGjKxOEA?authuser=0&hl=en&rclk=1,True,46.8039602,24.7720691
713,Ounce Speciality Coffee,4.3,206,https://www.google.com/maps/place/Ounce+Speciality+Coffee/data=!4m7!3m6!1s0x3e2f0795e945c4c3:0xb81be1a51969816!8m2!3d24.6860228!4d46.79467!16s%2Fg%2F11lkcd181g!19sChIJw8RF6ZUHLz4RFpiWURq-gQs?authuser=0&hl=en&rclk=1,False,46.79467,24.6860228
714,Dip n dip,3.2,17,https://www.google.com/maps/place/Dip+n+dip/data=!4m7!3m6!1s0x3e2f074cfa4ba00b:0x29f51e5683bf6723!8m2!3d24.6925057!4d46.7646327!16s%2Fg%2F11tfys4g0p!19sChIJC6BL-kwHLz4RI2e_g1Ye9Sk?authuser=0&hl=en&rclk=1,False,46.7646327,24.6925057
715,كافيه توتي سفرجل,4.0,330,https://www.google.com/maps/place/%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%AA%D9%88%D8%AA%D9%8A+%D8%B3%D9%81%D8%B1%D8%AC%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f09e6adf521db:0xebd17479224adae3!8m2!3d24.5692659!4d46.7666098!16s%2Fg%2F11hdynz2d0!19sChIJ2yH1reYJLz4R49pKInl00es?authuser=0&hl=en&rclk=1,False,46.7666098,24.5692659
716,7 Star café,3.8,32,https://www.google.com/maps/place/7+Star+caf%C3%A9/data=!4m7!3m6!1s0x3e2f0424f24f6e83:0xb6477d6e762035dc!8m2!3d24.6691943!4d46.7384858!16s%2Fg%2F11f_j02ds0!19sChIJg25P8iQELz4R3DUgdm59R7Y?authuser=0&hl=en&rclk=1,False,46.7384858,24.6691943
717,شاي وقهوه البستان,4.1,246,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D9%88%D9%82%D9%87%D9%88%D9%87+%D8%A7%D9%84%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2efd94b09ca00b:0x37e265ae583e5ed!8m2!3d24.7602625!4d46.6937864!16s%2Fg%2F11sgkz_zvq!19sChIJC6CcsJT9Lj4R7eWD5VomfgM?authuser=0&hl=en&rclk=1,True,46.6937864,24.7602625
718,Alkendi Gate 13,4.2,30,https://www.google.com/maps/place/Alkendi+Gate+13/data=!4m7!3m6!1s0x3e2f1c50460d738d:0xc4f8aed7192feee2!8m2!3d24.6785545!4d46.6237678!16s%2Fg%2F11cs265fxf!19sChIJjXMNRlAcLz4R4u4vGdeu-MQ?authuser=0&hl=en&rclk=1,False,46.6237678,24.6785545
719,دان كافيه DAN CAFE,4.3,21,https://www.google.com/maps/place/%D8%AF%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87+DAN+CAFE%E2%80%AD/data=!4m7!3m6!1s0x3e2efd453426f2f7:0xb5d822575068a3ce!8m2!3d24.760494!4d46.6943924!16s%2Fg%2F11n7g8t9wk!19sChIJ9_ImNEX9Lj4RzqNoUFci2LU?authuser=0&hl=en&rclk=1,True,46.6943924,24.760494
720,Lazordi rest,3.5,2,https://www.google.com/maps/place/Lazordi+rest/data=!4m7!3m6!1s0x3e2ef9dffd4d00d1:0x732b001a5c98dc8b!8m2!3d24.8747006!4d46.810355!16s%2Fg%2F11fjstxrr5!19sChIJ0QBN_d_5Lj4Ri9yYXBoAK3M?authuser=0&hl=en&rclk=1,False,46.810355,24.8747006
721,Dose Cafe,4.0,561,https://www.google.com/maps/place/Dose+Cafe/data=!4m7!3m6!1s0x3e2ee3bce4ca49ef:0xe895b88823005e69!8m2!3d24.7331238!4d46.6108372!16s%2Fg%2F11j086xkfd!19sChIJ70nK5LzjLj4RaV4AI4i4leg?authuser=0&hl=en&rclk=1,False,46.6108372,24.7331238
722,cimarty,1.0,1,https://www.google.com/maps/place/cimarty/data=!4m7!3m6!1s0x3e2f0f36cbe33bcd:0xa25dff0873797867!8m2!3d24.5737425!4d46.6967274!16s%2Fg%2F11sn_hxtdn!19sChIJzTvjyzYPLz4RZ3h5cwj_XaI?authuser=0&hl=en&rclk=1,False,46.6967274,24.5737425
723,LOCA DORO Cafe كافيه لوكا دورو,4.6,256,https://www.google.com/maps/place/LOCA+DORO+Cafe+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%84%D9%88%D9%83%D8%A7+%D8%AF%D9%88%D8%B1%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e2f1bb75b413045:0x4e1e3189a970e328!8m2!3d24.5820011!4d46.6465281!16s%2Fg%2F11p5rm94q7!19sChIJRTBBW7cbLz4RKONwqYkxHk4?authuser=0&hl=en&rclk=1,False,46.6465281,24.5820011
724,قهوة الذواق,4.1,377,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B0%D9%88%D8%A7%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2f1aaffaef9789:0x903e15c51797c12a!8m2!3d24.596006!4d46.6614692!16s%2Fg%2F11cnqbrzb2!19sChIJiZfv-q8aLz4RKsGXF8UVPpA?authuser=0&hl=en&rclk=1,False,46.6614692,24.596006
725,ديوانية الشفاء,4.3,12,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D8%B4%D9%81%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f6be5239835:0xd837577214f9dfe5!8m2!3d24.574508!4d46.7046332!16s%2Fg%2F11jzscl2s_!19sChIJNZgj5WsPLz4R5d_5FHJXN9g?authuser=0&hl=en&rclk=1,False,46.7046332,24.574508
726,فود ترك جوي ذوق,5.0,9,https://www.google.com/maps/place/%D9%81%D9%88%D8%AF+%D8%AA%D8%B1%D9%83+%D8%AC%D9%88%D9%8A+%D8%B0%D9%88%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2f0fe50307b1bd:0x18609ddd301087d0!8m2!3d24.568107!4d46.7157011!16s%2Fg%2F11pkkvnlyf!19sChIJvbEHA-UPLz4R0IcQMN2dYBg?authuser=0&hl=en&rclk=1,False,46.7157011,24.568107
727,نافذة القهوة Windowcoffee,4.1,45,https://www.google.com/maps/place/%D9%86%D8%A7%D9%81%D8%B0%D8%A9+%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9+Windowcoffee%E2%80%AD/data=!4m7!3m6!1s0x3e2effc5d065241d:0xe9032b177f346f5a!8m2!3d24.8185306!4d46.7963312!16s%2Fg%2F11s1s_q2c6!19sChIJHSRl0MX_Lj4RWm80fxcrA-k?authuser=0&hl=en&rclk=1,True,46.7963312,24.8185306
728,L’eto Cafe,3.9,1696,https://www.google.com/maps/place/L%E2%80%99eto+Cafe/data=!4m7!3m6!1s0x3e2f03f5722ce361:0x9d7ba91f72e0aa66!8m2!3d24.704399!4d46.7034794!16s%2Fg%2F11fjb591fr!19sChIJYeMscvUDLz4RZqrgch-pe50?authuser=0&hl=en&rclk=1,False,46.7034794,24.704399
729,private cafe مقهى خاص,4.3,93,https://www.google.com/maps/place/private+cafe+%D9%85%D9%82%D9%87%D9%89+%D8%AE%D8%A7%D8%B5%E2%80%AD/data=!4m7!3m6!1s0x3e2f11ac55105633:0x13928e9af02165a2!8m2!3d24.5681762!4d46.6387556!16s%2Fg%2F11nmml4sms!19sChIJM1YQVawRLz4RomUh8JqOkhM?authuser=0&hl=en&rclk=1,False,46.6387556,24.5681762
730,Kyan,4.1,103,https://www.google.com/maps/place/Kyan/data=!4m7!3m6!1s0x3e2f0767f8f823f1:0xd91f2d3a140eb631!8m2!3d24.7208206!4d46.8240828!16s%2Fg%2F11s1wzn471!19sChIJ8SP4-GcHLz4RMbYOFDotH9k?authuser=0&hl=en&rclk=1,True,46.8240828,24.7208206
731,The Mad Batter Cafe,4.0,4,https://www.google.com/maps/place/The+Mad+Batter+Cafe/data=!4m7!3m6!1s0x3e2f0505fc9c8f13:0x29ef5db71c6db502!8m2!3d24.6430906!4d46.6744555!16s%2Fg%2F11h7m652f6!19sChIJE4-c_AUFLz4RArVtHLdd7yk?authuser=0&hl=en&rclk=1,False,46.6744555,24.6430906
732,Knoll coffee roasters,4.5,110,https://www.google.com/maps/place/Knoll+coffee+roasters/data=!4m7!3m6!1s0x3e2f03d42554ba6f:0xb8e7efa9b7ffb4!8m2!3d24.7465357!4d46.7097123!16s%2Fg%2F11sbz43vm2!19sChIJb7pUJdQDLz4RtP-3qe_nuAA?authuser=0&hl=en&rclk=1,False,46.7097123,24.7465357
733,Oliver Brown Cafe,3.2,64,https://www.google.com/maps/place/Oliver+Brown+Cafe/data=!4m7!3m6!1s0x3e2f06c28e220339:0x912fcbc312412018!8m2!3d24.6855252!4d46.7751265!16s%2Fg%2F11g9vrw9jc!19sChIJOQMijsIGLz4RGCBBEsPLL5E?authuser=0&hl=en&rclk=1,False,46.7751265,24.6855252
734,Starbucks,4.2,294,https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x3e2ee79f43e38a2f:0x18fe42682dc4f3bd!8m2!3d24.8523915!4d46.5787885!16s%2Fg%2F11s198383g!19sChIJL4rjQ5_nLj4RvfPELWhC_hg?authuser=0&hl=en&rclk=1,False,46.5787885,24.8523915
735,MERKAZ,3.0,670,https://www.google.com/maps/place/MERKAZ/data=!4m7!3m6!1s0x3e2ee35abf5f6813:0x674d81fd2bea940!8m2!3d24.7389864!4d46.6282656!16s%2Fg%2F11mvzyhr3v!19sChIJE2hfv1rjLj4RQKm-0h_YdAY?authuser=0&hl=en&rclk=1,False,46.6282656,24.7389864
736,Titan Cafe,4.0,1,https://www.google.com/maps/place/Titan+Cafe/data=!4m7!3m6!1s0x3e2f1defca836335:0x63270f0f8a9a5e10!8m2!3d24.7231567!4d46.6648589!16s%2Fg%2F11tgd7v5n5!19sChIJNWODyu8dLz4REF6aig8PJ2M?authuser=0&hl=en&rclk=1,False,46.6648589,24.7231567
737,Cheat Riyadh,4.2,484,https://www.google.com/maps/place/Cheat+Riyadh/data=!4m7!3m6!1s0x3e2f1dd7531ba629:0xb1fb8e037638a202!8m2!3d24.7260167!4d46.6433348!16s%2Fg%2F11sqd01kny!19sChIJKaYbU9cdLz4RAqI4dgOO-7E?authuser=0&hl=en&rclk=1,False,46.6433348,24.7260167
738,مزاج مغربي,5.0,3,https://www.google.com/maps/place/%D9%85%D8%B2%D8%A7%D8%AC+%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f1f0340fa8a65:0xa647628638e36001!8m2!3d24.6296597!4d46.5363342!16s%2Fg%2F11sdlbthf5!19sChIJZYr6QAMfLz4RAWDjOIZiR6Y?authuser=0&hl=en&rclk=1,False,46.5363342,24.6296597
739,بيرز كافيه _ BIRZ CAFE,4.7,219,https://www.google.com/maps/place/%D8%A8%D9%8A%D8%B1%D8%B2+%D9%83%D8%A7%D9%81%D9%8A%D9%87+_+BIRZ+CAFE%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f2bfba4aa65:0xeb4608fe3649cea0!8m2!3d24.5906251!4d46.6921566!16s%2Fg%2F11p5hsv904!19sChIJZaqk-ysPLz4RoM5JNv4IRus?authuser=0&hl=en&rclk=1,False,46.6921566,24.5906251
740,عنوان القهوة,4.3,54,https://www.google.com/maps/place/%D8%B9%D9%86%D9%88%D8%A7%D9%86+%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0fa8859075e7:0x169441e03d05ab12!8m2!3d24.5704357!4d46.6995335!16s%2Fg%2F11t9kz9gwn!19sChIJ53WQhagPLz4REqsFPeBBlBY?authuser=0&hl=en&rclk=1,False,46.6995335,24.5704357
741,Coffee Corner,3.7,153,https://www.google.com/maps/place/Coffee+Corner/data=!4m7!3m6!1s0x3e2f0703ccf6e49f:0xacd6f983b03b9238!8m2!3d24.6839569!4d46.8199181!16s%2Fg%2F11f8c4grvb!19sChIJn-T2zAMHLz4ROJI7sIP51qw?authuser=0&hl=en&rclk=1,False,46.8199181,24.6839569
742,فيرد كافيه,4.5,42,https://www.google.com/maps/place/%D9%81%D9%8A%D8%B1%D8%AF+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f0573e605fd1d:0x7f29fb4cc0951695!8m2!3d24.6300017!4d46.690202!16s%2Fg%2F11sfpfrzq0!19sChIJHf0F5nMFLz4RlRaVwEz7KX8?authuser=0&hl=en&rclk=1,False,46.690202,24.6300017
743,Lounge Crescent,4.3,112,https://www.google.com/maps/place/Lounge+Crescent/data=!4m7!3m6!1s0x3e2f1dbbb8269983:0xde4951a42c7f35c!8m2!3d24.7186878!4d46.6680289!16s%2Fg%2F11t3hxm921!19sChIJg5kmuLsdLz4RXPPHQhqV5A0?authuser=0&hl=en&rclk=1,False,46.6680289,24.7186878
744,More cafe,4.3,128,https://www.google.com/maps/place/More+cafe/data=!4m7!3m6!1s0x3e2efd3747b19935:0xcd87a54b70f0628b!8m2!3d24.7615721!4d46.6940095!16s%2Fg%2F11h64y72ch!19sChIJNZmxRzf9Lj4Ri2LwcEulh80?authuser=0&hl=en&rclk=1,False,46.6940095,24.7615721
745,كافيه ستار سكاي Starskycoffee,3.8,10,https://www.google.com/maps/place/%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%B3%D8%AA%D8%A7%D8%B1+%D8%B3%D9%83%D8%A7%D9%8A+Starskycoffee%E2%80%AD/data=!4m7!3m6!1s0x3e2f1fd0a7373581:0x7dc5d2dc8540c024!8m2!3d24.6412768!4d46.5565439!16s%2Fg%2F11rwzmwtn5!19sChIJgTU3p9AfLz4RJMBAhdzSxX0?authuser=0&hl=en&rclk=1,True,46.5565439,24.6412768
746,EL&N London,3.5,51,https://www.google.com/maps/place/EL%26N+London/data=!4m7!3m6!1s0x3e2ee37839976cd3:0x45965b6eb211d8ff!8m2!3d24.7648794!4d46.6022758!16s%2Fg%2F11rnrgh9hf!19sChIJ02yXOXjjLj4R_9gRsm5blkU?authuser=0&hl=en&rclk=1,True,46.6022758,24.7648794
747,Java cafe,5.0,6,https://www.google.com/maps/place/Java+cafe/data=!4m7!3m6!1s0x3e2f0f0751df18d1:0x21fdb8aaf928acab!8m2!3d24.5606526!4d46.677051!16s%2Fg%2F11rlkthxxp!19sChIJ0RjfUQcPLz4Rq6wo-aq4_SE?authuser=0&hl=en&rclk=1,False,46.677051,24.5606526
